,Location,Fuel_Type,Transmission,Owner_Type,Brand,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
304,Coimbatore,Diesel,Manual,First,Tata,2013,59138,17.0,1405.0,70.0,5.0,2.58
305,Kochi,Diesel,Automatic,First,Audi,2014,61726,17.68,1968.0,174.33,5.0,20.77
306,Delhi,Diesel,Automatic,First,Mercedes-Benz,2015,48000,17.9,2143.0,136.0,5.0,20.26
307,Chennai,Petrol,Manual,Second,Hyundai,2006,58000,0.0,1086.0,113.0,5.0,1.5
308,Kolkata,Diesel,Manual,First,Maruti,2011,60020,17.8,1248.0,113.0,5.0,2.5
309,Hyderabad,Petrol,Automatic,First,Maruti,2014,77815,23.1,998.0,67.04,5.0,4.25
310,Hyderabad,Diesel,Automatic,First,Mercedes-Benz,2017,29000,17.9,2143.0,201.15,5.0,57.0
311,Delhi,Diesel,Automatic,First,Land,2017,44000,12.7,2179.0,187.7,5.0,44.0
313,Hyderabad,Petrol,Manual,First,Maruti,2012,71791,14.0,796.0,35.0,5.0,2.05
314,Kochi,Petrol,Manual,First,Honda,2012,91931,18.5,1198.0,86.8,5.0,3.13
316,Pune,Diesel,Manual,First,Tata,2012,91183,18.0,1248.0,75.0,5.0,2.85
317,Delhi,Petrol,Manual,First,Maruti,2012,65000,18.9,998.0,67.1,5.0,2.65
318,Hyderabad,Diesel,Manual,First,Mahindra,2015,88428,16.0,2179.0,140.0,7.0,10.6
320,Mumbai,Petrol,Manual,First,Maruti,2018,18000,16.02,1373.0,93.7,7.0,8.25
321,Mumbai,Petrol,Automatic,First,Honda,2011,60000,11.7,2354.0,177.6,5.0,4.45
322,Kolkata,Diesel,Manual,First,Maruti,2012,48000,19.3,1248.0,73.9,5.0,3.7
324,Kolkata,Petrol,Manual,First,Honda,2008,40000,17.7,1497.0,78.0,5.0,1.8
325,Kochi,Diesel,Automatic,First,Audi,2014,51495,17.68,1968.0,174.33,5.0,21.95
326,Mumbai,Diesel,Automatic,First,BMW,2011,30000,9.52,2993.0,313.0,4.0,49.0
327,Coimbatore,Diesel,Automatic,First,Audi,2017,97430,14.75,2967.0,245.0,7.0,62.67
328,Pune,CNG,Manual,First,Maruti,2008,42496,26.3,998.0,67.1,5.0,1.4
329,Pune,Diesel,Manual,First,Hyundai,2012,83000,23.0,1396.0,90.0,5.0,5.5
330,Bangalore,Petrol,Automatic,Third,Hyundai,2009,37000,16.95,1197.0,78.9,5.0,2.95
331,Kochi,Petrol,Automatic,First,Honda,2016,28503,19.0,1199.0,88.7,5.0,6.86
332,Hyderabad,Diesel,Manual,First,Maruti,2015,76496,25.2,1248.0,74.0,5.0,6.15
333,Pune,Petrol,Manual,Second,Hyundai,2011,79152,18.5,1197.0,82.85,5.0,3.3
334,Kolkata,Petrol,Manual,First,Volkswagen,2011,32000,16.47,1198.0,73.9,5.0,2.55
335,Ahmedabad,Petrol,Manual,First,Maruti,2009,35000,19.7,796.0,46.3,5.0,1.5
337,Chennai,Petrol,Manual,Second,Maruti,2006,56000,19.7,796.0,46.3,5.0,1.4
338,Pune,Diesel,Manual,First,Tata,2012,73000,21.12,1248.0,88.8,5.0,3.4
339,Pune,Petrol,Manual,First,Maruti,2012,38000,19.7,796.0,46.3,5.0,2.25
341,Kolkata,Petrol,Automatic,First,Toyota,2008,80000,11.3,1794.0,125.0,5.0,2.8
342,Coimbatore,Petrol,Manual,First,Hyundai,2016,24973,18.6,1197.0,81.83,5.0,7.66
343,Chennai,Diesel,Manual,First,Maruti,2016,45000,24.3,1248.0,88.5,5.0,7.15
344,Delhi,Petrol,Manual,First,Honda,2010,87430,17.0,1497.0,118.0,5.0,3.5
346,Kolkata,Diesel,Manual,First,Honda,2013,57000,25.8,1498.0,98.6,5.0,3.45
347,Coimbatore,Petrol,Manual,First,Hyundai,2016,27904,21.1,814.0,55.2,5.0,3.55
348,Kochi,Diesel,Automatic,Second,BMW,2015,30717,21.76,1995.0,190.0,5.0,25.99
349,Bangalore,Diesel,Manual,First,Hyundai,2012,80000,22.32,1582.0,126.32,5.0,5.25
350,Ahmedabad,Diesel,Manual,First,Tata,2013,47304,21.02,1248.0,88.8,5.0,2.9
351,Jaipur,Petrol,Automatic,First,Skoda,2005,100000,14.45,1984.0,227.0,5.0,2.05
352,Pune,Petrol,Manual,First,Maruti,2017,30000,24.07,998.0,67.1,5.0,3.75
353,Mumbai,Diesel,Manual,First,Ford,2014,68000,22.7,1498.0,89.84,5.0,6.75
354,Kolkata,Petrol,Manual,Second,Chevrolet,2011,21000,18.0,995.0,62.0,5.0,0.95
355,Hyderabad,Diesel,Automatic,First,Jaguar,2017,21000,19.33,1999.0,177.0,5.0,52.0
357,Kochi,Petrol,Automatic,First,Skoda,2019,13747,14.67,1798.0,177.46,5.0,27.3
359,Delhi,Diesel,Manual,First,Maruti,2013,70000,22.9,1248.0,74.0,5.0,3.5
360,Mumbai,Petrol,Automatic,First,Maruti,2016,18000,18.5,1197.0,83.14,5.0,6.2
361,Chennai,Diesel,Manual,First,Nissan,2011,83000,23.08,1461.0,63.1,5.0,2.75
363,Pune,Diesel,Manual,First,Ford,2012,63400,17.8,1399.0,67.0,5.0,3.25
364,Kolkata,Petrol,Manual,First,Maruti,2003,65000,17.3,993.0,60.0,5.0,0.65
365,Pune,Petrol,Manual,First,Mini,2017,8350,13.8,1998.0,192.0,5.0,35.0
366,Kolkata,Diesel,Manual,First,Toyota,2014,45000,23.59,1364.0,67.05,5.0,3.25
367,Kolkata,Petrol,Manual,First,Maruti,2018,26200,24.7,796.0,47.3,5.0,2.9
368,Bangalore,Petrol,Manual,Third,Maruti,2011,11000,18.9,796.0,47.0,5.0,2.9
369,Bangalore,Diesel,Automatic,Second,BMW,2009,90000,11.0,2993.0,235.0,5.0,17.75
370,Mumbai,Petrol,Automatic,Second,Nissan,2015,74000,11.07,2496.0,179.5,5.0,8.25
371,Coimbatore,Petrol,Automatic,First,Hyundai,2015,37081,18.9,1197.0,82.0,5.0,5.77
372,Hyderabad,Diesel,Manual,First,Maruti,2017,39000,24.3,1248.0,88.5,5.0,9.49
373,Mumbai,Diesel,Automatic,Third,Audi,2008,99000,12.07,2967.0,241.4,7.0,12.95
374,Chennai,Diesel,Automatic,First,Mercedes-Benz,2015,38000,17.9,2143.0,136.0,5.0,20.0
375,Chennai,Petrol,Manual,Third,Maruti,2007,72000,16.1,796.0,37.0,4.0,1.0
376,Chennai,Diesel,Manual,Second,Renault,2015,93000,20.45,1461.0,83.8,5.0,7.1
377,Mumbai,Diesel,Manual,First,Toyota,2017,5900,21.43,1364.0,87.2,5.0,16.5
378,Chennai,Diesel,Manual,First,Mercedes-Benz,2014,25000,15.8,2148.0,170.0,5.0,26.0
379,Hyderabad,Diesel,Manual,Second,Maruti,2010,68000,21.1,1248.0,73.9,5.0,3.2
380,Kochi,Petrol,Automatic,First,Honda,2017,35676,16.0,1497.0,117.3,7.0,9.48
381,Kochi,Diesel,Manual,First,Hyundai,2015,74310,24.4,1120.0,71.0,5.0,4.0
382,Jaipur,Diesel,Automatic,First,Mercedes-Benz,2014,59364,14.21,2143.0,203.0,5.0,26.5
383,Kochi,Petrol,Automatic,Second,Mercedes-Benz,2014,41380,14.8,1595.0,120.7,5.0,11.77
384,Bangalore,Diesel,Automatic,First,Mercedes-Benz,2017,33900,15.0,2143.0,204.0,5.0,37.0
385,Mumbai,Petrol,Manual,First,Honda,2016,28000,17.8,1497.0,117.3,5.0,8.75
386,Hyderabad,Petrol,Manual,First,Hyundai,2007,50958,17.0,1086.0,113.0,5.0,1.95
387,Chennai,Petrol,Manual,First,Honda,2011,93982,17.0,1497.0,118.0,5.0,3.75
388,Pune,Petrol,Manual,First,Hyundai,2010,95000,16.2,1599.0,103.2,5.0,2.5
389,Mumbai,Petrol,Automatic,First,Jaguar,2017,9000,13.5,1999.0,246.74,5.0,34.5
390,Delhi,Petrol,Manual,First,Honda,2015,52516,18.0,1198.0,86.7,5.0,4.65
391,Bangalore,Petrol,Automatic,First,Mini,2015,20000,18.86,1598.0,122.0,4.0,32.0
392,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2017,56451,13.5,2987.0,282.0,5.0,62.81
393,Chennai,Petrol,Manual,First,Hyundai,2014,37000,21.1,814.0,55.2,5.0,3.25
394,Kolkata,Petrol,Manual,First,Maruti,2014,17400,20.51,998.0,67.04,5.0,3.1
395,Coimbatore,Diesel,Manual,First,Maruti,2011,90207,21.1,1248.0,73.9,5.0,3.91
396,Chennai,Diesel,Automatic,First,BMW,2011,89616,16.07,1995.0,181.0,5.0,11.0
397,Pune,Diesel,Manual,First,Tata,2014,85000,13.49,2179.0,138.03,5.0,3.5
398,Chennai,Diesel,Automatic,First,Audi,2014,79271,20.38,1968.0,143.0,5.0,16.5
399,Hyderabad,Diesel,Automatic,First,Land,2012,56000,12.7,2179.0,187.7,5.0,30.0
400,Pune,Diesel,Automatic,Second,Mercedes-Benz,2010,85001,12.0,2987.0,224.0,7.0,28.0
401,Hyderabad,Diesel,Automatic,First,Mitsubishi,2018,12000,13.5,2477.0,175.56,7.0,28.0
403,Pune,Petrol,Manual,First,Maruti,2013,53000,14.0,1061.0,64.0,5.0,2.75
404,Coimbatore,Diesel,Automatic,First,Land,2017,34990,12.7,2179.0,187.7,5.0,53.83
405,Pune,Petrol,Manual,Second,Hyundai,2011,49768,17.01,1591.0,121.3,5.0,4.95
406,Hyderabad,Diesel,Automatic,First,BMW,2013,56000,16.73,2993.0,218.0,5.0,33.5
407,Bangalore,Diesel,Automatic,First,Jaguar,2013,75000,14.74,2993.0,270.9,5.0,27.95
408,Hyderabad,Petrol,Automatic,First,Skoda,2010,57000,13.7,1798.0,157.75,5.0,7.25
409,Kochi,Diesel,Automatic,First,Audi,2017,37542,15.73,1968.0,174.33,5.0,25.71
410,Coimbatore,Diesel,Automatic,First,Land,2014,95649,12.7,2179.0,187.7,5.0,29.67
411,Jaipur,Diesel,Automatic,First,Mercedes-Benz,2013,35299,14.84,2143.0,170.0,5.0,19.0
412,Kochi,Diesel,Manual,First,Mahindra,2017,28464,15.4,2179.0,120.0,7.0,13.05
413,Mumbai,Diesel,Automatic,First,BMW,2015,41000,21.76,1995.0,190.0,5.0,25.5
414,Pune,Petrol,Manual,First,Honda,2017,9000,15.4,1497.0,117.3,7.0,8.5
415,Chennai,Diesel,Automatic,Second,Volvo,2010,92098,16.0,2400.0,215.0,5.0,7.25
416,Pune,Petrol,Manual,First,Hyundai,2005,5834,13.2,1495.0,94.0,5.0,0.8
417,Jaipur,Petrol,Manual,First,Hyundai,2017,40250,17.19,1197.0,81.86,5.0,6.9
418,Coimbatore,Petrol,Automatic,First,Mercedes-Benz,2018,22397,11.5,2996.0,367.0,5.0,70.99
419,Kolkata,Petrol,Manual,Second,Hyundai,2015,20800,21.1,814.0,55.2,5.0,2.25
420,Kochi,Petrol,Manual,First,Hyundai,2018,40322,18.9,1197.0,81.86,5.0,5.5
421,Mumbai,Petrol,Manual,First,Honda,2013,52576,13.0,1493.0,100.0,5.0,4.35
422,Kolkata,Petrol,Manual,First,Volkswagen,2010,55000,16.47,1198.0,73.9,5.0,2.25
423,Mumbai,Petrol,Automatic,First,Audi,2016,47000,15.26,1798.0,187.74,5.0,24.5
424,Hyderabad,Diesel,Manual,First,Volkswagen,2010,42021,0.0,1968.0,113.0,5.0,5.45
425,Coimbatore,Petrol,Manual,First,Hyundai,2017,23163,15.29,1591.0,121.3,5.0,12.03
426,Mumbai,Petrol,Automatic,Second,Mercedes-Benz,2011,50000,11.74,1796.0,186.0,5.0,8.5
427,Mumbai,Petrol,Automatic,First,Mini,2014,11900,16.82,1998.0,189.08,4.0,28.5
429,Bangalore,Diesel,Manual,First,Toyota,2013,37000,23.59,1364.0,67.04,5.0,5.75
430,Delhi,Petrol,Manual,Second,Honda,2014,30000,19.4,1198.0,86.8,5.0,3.2
431,Coimbatore,Petrol,Automatic,First,Maruti,2018,12831,21.4,1197.0,83.1,5.0,9.89
433,Kochi,Petrol,Manual,First,Hyundai,2018,13102,21.1,814.0,55.2,5.0,4.06
434,Coimbatore,Diesel,Manual,First,Renault,2019,24950,20.37,1461.0,108.45,5.0,13.37
435,Coimbatore,Diesel,Automatic,First,BMW,2011,57832,16.2,2993.0,258.0,5.0,25.82
436,Kochi,Petrol,Manual,First,Maruti,2016,34267,22.74,796.0,47.3,5.0,3.74
437,Bangalore,Diesel,Automatic,Second,Volvo,2015,33000,16.8,1984.0,150.0,5.0,22.0
438,Ahmedabad,Petrol,Manual,First,Maruti,2007,55100,18.9,998.0,67.1,5.0,1.45
439,Kolkata,Petrol,Manual,First,Honda,2008,40000,17.7,1497.0,78.0,5.0,2.0
440,Kochi,CNG,Manual,First,Maruti,2017,31841,15.1,1196.0,73.0,5.0,4.7
441,Kolkata,Petrol,Manual,First,Chevrolet,2014,15000,13.7,1399.0,98.79,8.0,3.75
442,Coimbatore,Diesel,Manual,First,Mahindra,2016,82756,15.96,2523.0,62.1,7.0,7.7
443,Coimbatore,Petrol,Manual,First,Hyundai,2012,50243,0.0,1086.0,113.0,5.0,3.35
444,Hyderabad,Petrol,Manual,First,Hyundai,2014,20600,21.1,814.0,55.2,5.0,2.6
445,Coimbatore,Petrol,Automatic,First,Hyundai,2017,29952,13.0,1591.0,121.3,5.0,13.77
446,Mumbai,Petrol,Manual,Second,Volkswagen,2017,15000,16.09,1598.0,103.5,5.0,7.1
447,Pune,Petrol,Automatic,Second,Honda,2008,61938,12.9,1799.0,130.0,5.0,2.65
448,Hyderabad,Diesel,Manual,First,Tata,2014,67000,22.3,1248.0,74.0,5.0,2.5
449,Kochi,Diesel,Manual,First,Mahindra,2013,61672,16.0,2179.0,140.0,7.0,7.53
450,Coimbatore,Petrol,Manual,First,Hyundai,2017,26185,18.6,1197.0,81.83,5.0,7.98
451,Bangalore,Diesel,Automatic,Second,Audi,2014,38000,14.16,1968.0,174.3,5.0,39.0
452,Chennai,Petrol,Manual,Second,Maruti,2011,67000,18.5,1197.0,85.8,5.0,2.25
453,Chennai,Petrol,Manual,Second,Mitsubishi,2010,66000,13.17,1999.0,114.0,5.0,3.85
454,Hyderabad,Diesel,Manual,First,Toyota,2015,80883,12.8,2494.0,102.0,7.0,13.5
455,Hyderabad,Diesel,Manual,First,Maruti,2016,80219,27.62,793.0,47.0,5.0,3.5
456,Delhi,Diesel,Manual,First,Maruti,2018,12923,25.1,1248.0,88.5,5.0,8.92
457,Coimbatore,Diesel,Automatic,First,Audi,2016,86642,15.17,1968.0,181.0,5.0,20.37
458,Bangalore,Diesel,Automatic,First,BMW,2016,19235,21.76,1995.0,190.0,5.0,36.5
459,Coimbatore,Diesel,Automatic,First,Audi,2016,51002,11.33,4134.0,335.2,7.0,48.91
460,Pune,Petrol,Manual,First,Hyundai,2016,6800,18.6,1197.0,81.83,5.0,7.2
461,Hyderabad,Diesel,Manual,First,Renault,2012,82749,19.01,1461.0,108.45,5.0,5.99
462,Pune,Diesel,Manual,First,Hyundai,2016,51000,24.4,1120.0,71.0,5.0,5.25
463,Delhi,Diesel,Manual,First,Ford,2014,31465,22.7,1498.0,89.84,5.0,6.5
464,Hyderabad,Petrol,Manual,First,Volkswagen,2013,76476,16.47,1198.0,73.9,5.0,4.4
465,Kolkata,Diesel,Manual,First,Hyundai,2017,14000,24.0,1120.0,70.0,5.0,4.6
466,Ahmedabad,Diesel,Manual,First,Tata,2013,47000,21.12,1248.0,88.8,5.0,2.95
467,Kolkata,Petrol,Manual,First,Honda,2011,48466,17.0,1497.0,118.0,5.0,3.26
468,Bangalore,Petrol,Manual,Second,Hyundai,2008,46000,17.92,1086.0,62.1,5.0,2.22
470,Coimbatore,Diesel,Manual,First,Maruti,2017,25142,28.09,1248.0,88.5,5.0,8.26
471,Delhi,Diesel,Manual,First,Toyota,2013,69000,12.55,2982.0,169.0,7.0,14.45
472,Chennai,Petrol,Manual,Second,Ford,2009,80524,15.3,1596.0,113.0,5.0,2.5
473,Kochi,Petrol,Automatic,First,Mercedes-Benz,2018,26405,12.6,1950.0,191.34,5.0,51.43
474,Chennai,Diesel,Manual,First,Mercedes-Benz,2014,45000,15.8,2148.0,170.0,5.0,23.0
475,Kolkata,Diesel,Manual,First,Skoda,2012,64284,17.72,1968.0,108.49,5.0,5.5
476,Delhi,Petrol,Manual,First,Hyundai,2015,27000,18.9,1197.0,82.0,5.0,4.5
477,Hyderabad,Petrol,Manual,First,Ford,2018,3678,18.16,1196.0,86.8,5.0,6.8
478,Mumbai,Petrol,Manual,First,Skoda,2013,21000,16.8,1395.0,138.02,5.0,8.75
479,Mumbai,Diesel,Manual,Second,Renault,2015,67000,19.87,1461.0,83.8,5.0,7.0
480,Delhi,Diesel,Automatic,Second,Land,2015,24000,15.68,1999.0,177.0,5.0,33.5
481,Chennai,Diesel,Manual,Second,Ford,2011,75000,20.0,1399.0,68.0,5.0,2.25
483,Coimbatore,Diesel,Manual,First,Toyota,2017,47198,12.55,2982.0,168.5,7.0,28.42
484,Kolkata,Diesel,Manual,First,Volkswagen,2012,52000,22.07,1199.0,73.9,5.0,2.75
485,Jaipur,Diesel,Manual,First,Maruti,2011,91000,23.2,1248.0,73.94,5.0,3.0
486,Pune,Diesel,Manual,First,Nissan,2013,60000,23.08,1461.0,63.1,5.0,3.55
487,Kolkata,Diesel,Manual,First,Hyundai,2013,37873,22.32,1582.0,126.32,5.0,4.8
488,Kolkata,Petrol,Automatic,First,BMW,2011,31000,10.8,2497.0,150.0,5.0,13.5
490,Hyderabad,Petrol,Automatic,First,Honda,2004,78000,12.0,2354.0,187.4,5.0,3.99
491,Bangalore,Diesel,Automatic,First,Hyundai,2016,32000,17.01,1582.0,126.2,5.0,15.5
492,Jaipur,Petrol,Manual,Second,Hyundai,2010,59000,19.81,1086.0,68.05,5.0,2.32
493,Kochi,Diesel,Automatic,First,Mercedes-Benz,2016,35437,20.0,2143.0,136.0,5.0,18.58
494,Jaipur,Petrol,Manual,First,Maruti,2014,98000,16.02,1373.0,93.7,7.0,5.5
495,Chennai,Diesel,Manual,Second,Skoda,2006,72000,18.7,1896.0,66.0,5.0,3.2
496,Pune,Petrol,Manual,First,Honda,2015,79000,18.0,1198.0,86.7,5.0,4.0
497,Chennai,Petrol,Manual,First,Maruti,2004,29000,17.3,993.0,60.0,5.0,1.6
498,Kochi,Petrol,Manual,First,Maruti,2013,66012,15.5,1586.0,103.3,5.0,4.15
499,Mumbai,Petrol,Automatic,First,Honda,2014,35000,16.5,1198.0,86.8,5.0,4.25
500,Ahmedabad,Petrol,Manual,First,Maruti,2011,75000,18.9,998.0,67.1,5.0,2.6
501,Mumbai,Petrol,Automatic,Second,Toyota,2008,80000,12.1,2362.0,164.7,5.0,3.43
502,Kochi,Petrol,Manual,First,Chevrolet,2012,32717,18.6,1199.0,79.4,5.0,2.55
503,Delhi,Diesel,Automatic,First,Toyota,2017,25000,12.55,2982.0,168.5,7.0,32.0
504,Mumbai,Diesel,Manual,First,Ford,2014,79000,22.7,1498.0,89.84,5.0,6.25
505,Hyderabad,Diesel,Manual,Second,Maruti,2010,86000,17.8,1248.0,75.0,5.0,3.6
507,Mumbai,Petrol,Manual,Second,Honda,2015,25000,17.3,1497.0,117.3,7.0,4.25
508,Mumbai,Petrol,Manual,Second,Hyundai,2017,8500,18.9,1197.0,82.0,5.0,4.8
509,Bangalore,Diesel,Automatic,First,Mahindra,2015,34000,16.0,2179.0,140.0,7.0,13.0
510,Pune,Petrol,Manual,Second,Skoda,2012,41629,14.83,1598.0,105.0,5.0,2.25
511,Hyderabad,Petrol,Manual,First,Hyundai,2009,80227,17.92,1086.0,62.1,5.0,2.3
512,Kochi,Petrol,Manual,First,Hyundai,2019,8587,15.29,1591.0,121.3,5.0,13.56
513,Delhi,Diesel,Manual,First,Mahindra,2017,30000,15.4,1997.0,120.0,7.0,12.25
514,Pune,Diesel,Manual,First,Skoda,2013,64186,20.5,1598.0,103.5,5.0,3.76
515,Coimbatore,Diesel,Manual,First,Renault,2015,76427,19.01,1461.0,108.45,5.0,8.58
516,Hyderabad,Diesel,Automatic,First,BMW,2011,75000,11.7,2993.0,245.0,5.0,27.5
517,Coimbatore,Petrol,Manual,First,Toyota,2013,27075,17.6,1496.0,88.73,5.0,4.95
518,Ahmedabad,Petrol,Manual,First,Maruti,2012,30000,22.5,998.0,67.04,5.0,3.3
519,Chennai,Petrol,Manual,First,Hyundai,2016,69434,15.8,1591.0,121.3,5.0,8.0
520,Jaipur,Petrol,Manual,First,Maruti,2014,56000,23.1,998.0,67.04,5.0,2.79
521,Coimbatore,Diesel,Automatic,First,Land,2017,49275,12.7,2179.0,187.7,5.0,45.64
522,Pune,Petrol,Manual,First,Chevrolet,2014,8700,18.6,1199.0,76.8,5.0,2.55
523,Ahmedabad,Petrol,Manual,Second,Tata,2014,18000,25.4,624.0,37.5,4.0,1.0
524,Coimbatore,Diesel,Automatic,First,Audi,2017,41041,17.68,1968.0,174.33,5.0,37.56
525,Kochi,Diesel,Automatic,Second,Mercedes-Benz,2009,80464,11.0,2987.0,198.5,5.0,9.29
526,Kochi,Petrol,Manual,First,Maruti,2019,20667,22.0,1197.0,81.8,5.0,6.37
527,Coimbatore,Petrol,Manual,First,Fiat,2013,60283,14.6,1368.0,112.0,5.0,2.98
528,Kochi,Petrol,Manual,First,Maruti,2017,31696,20.4,1197.0,81.8,5.0,5.75
529,Hyderabad,Diesel,Manual,First,Toyota,2010,100000,11.5,2982.0,171.0,7.0,13.0
530,Mumbai,Petrol,Manual,First,Maruti,2014,13361,16.02,1373.0,93.7,7.0,6.8
531,Coimbatore,Petrol,Automatic,First,BMW,2010,48394,12.05,1995.0,154.0,5.0,10.49
532,Jaipur,Petrol,Manual,First,Maruti,2014,47399,16.02,1373.0,93.7,7.0,5.6
533,Mumbai,Petrol,Automatic,Second,Honda,2010,69000,16.8,1497.0,118.0,5.0,2.85
534,Coimbatore,Diesel,Manual,First,Hyundai,2013,65278,14.66,2199.0,194.3,7.0,8.36
536,Kolkata,Petrol,Automatic,Second,Mercedes-Benz,2010,50645,10.93,2497.0,204.0,5.0,10.75
539,Coimbatore,Petrol,Automatic,First,Honda,2015,41950,18.0,1497.0,117.3,5.0,9.6
541,Mumbai,Petrol,Manual,First,Honda,2016,9000,18.0,1198.0,86.7,5.0,5.75
542,Delhi,Diesel,Manual,First,Hyundai,2014,43900,22.54,1396.0,88.73,5.0,6.75
543,Bangalore,Diesel,Manual,Second,Chevrolet,2013,64000,18.2,1248.0,73.8,7.0,4.85
544,Kochi,Petrol,Automatic,First,Mercedes-Benz,2019,13190,0.0,1950.0,181.43,5.0,38.99
545,Mumbai,Petrol,Automatic,First,Maruti,2009,77652,12.6,1586.0,103.2,5.0,2.85
546,Mumbai,Diesel,Manual,First,Toyota,2012,55000,12.99,2494.0,100.0,7.0,9.51
547,Ahmedabad,Diesel,Automatic,Second,BMW,2012,59900,18.48,1995.0,177.0,5.0,18.5
548,Delhi,Diesel,Manual,First,Renault,2015,73539,19.01,1461.0,108.45,5.0,6.75
549,Coimbatore,Diesel,Automatic,First,BMW,2017,31645,20.68,1995.0,190.0,5.0,29.4
550,Kochi,Petrol,Manual,First,Honda,2009,69690,17.7,1497.0,78.0,5.0,3.29
551,Delhi,Diesel,Manual,First,Maruti,2016,41000,28.09,1248.0,88.5,5.0,9.5
553,Pune,Diesel,Manual,First,Mahindra,2012,80000,15.1,2179.0,140.0,7.0,6.5
554,Ahmedabad,Petrol,Manual,First,Honda,2007,51000,13.5,1799.0,130.0,5.0,4.9
557,Delhi,Petrol,Automatic,First,Audi,2013,12100,9.9,1984.0,207.8,2.0,29.5
558,Hyderabad,Diesel,Manual,First,Skoda,2017,31000,21.13,1498.0,108.4,5.0,10.5
559,Hyderabad,Diesel,Manual,First,Volkswagen,2015,50000,20.14,1498.0,88.8,5.0,6.2
560,Jaipur,Diesel,Automatic,First,Skoda,2009,48000,17.0,1896.0,105.0,5.0,5.0
561,Chennai,Diesel,Manual,First,Mahindra,2007,35000,19.2,1461.0,65.0,5.0,2.3
563,Bangalore,Diesel,Automatic,First,BMW,2014,47000,18.88,1995.0,184.0,5.0,25.5
564,Jaipur,Diesel,Manual,First,Honda,2015,63642,27.3,1498.0,98.6,5.0,5.65
565,Kochi,Diesel,Manual,First,Honda,2015,62550,25.8,1498.0,98.6,5.0,5.6
566,Kochi,Diesel,Automatic,First,Jaguar,2015,37340,16.36,2179.0,187.7,5.0,29.98
567,Coimbatore,Diesel,Manual,First,Maruti,2016,38461,26.59,1248.0,74.0,5.0,7.39
568,Jaipur,Diesel,Manual,First,Jeep,2018,29000,17.1,1956.0,170.0,5.0,19.0
569,Pune,Petrol,Manual,First,Toyota,2010,31000,12.5,1794.0,132.0,5.0,5.0
570,Kolkata,Petrol,Manual,First,Honda,2011,42086,17.0,1497.0,118.0,5.0,3.35
571,Chennai,Petrol,Manual,First,Maruti,2013,49000,18.6,1197.0,85.8,5.0,4.45
572,Coimbatore,Diesel,Automatic,First,Hyundai,2019,77240,22.32,1582.0,126.32,5.0,8.31
574,Chennai,Diesel,Manual,First,Maruti,2014,35000,22.9,1248.0,74.0,5.0,5.25
575,Chennai,Petrol,Manual,First,Hyundai,2006,83072,17.0,1086.0,113.0,5.0,1.4
578,Coimbatore,Diesel,Manual,First,Volkswagen,2018,33558,20.14,1498.0,88.0,5.0,8.12
579,Coimbatore,Diesel,Manual,First,Mahindra,2012,60271,13.6,2523.0,63.0,7.0,6.12
580,Coimbatore,Diesel,Manual,First,Honda,2017,45366,25.1,1498.0,98.6,5.0,10.88
581,Kolkata,Petrol,Manual,First,Chevrolet,2014,9500,18.2,1199.0,82.5,5.0,3.5
582,Kochi,Petrol,Manual,First,Hyundai,2016,42362,18.6,1197.0,81.83,5.0,6.15
583,Chennai,Diesel,Automatic,First,BMW,2016,21000,17.05,1995.0,184.0,5.0,33.0
584,Mumbai,Diesel,Automatic,First,BMW,2012,15200,15.06,1995.0,177.0,5.0,13.5
585,Mumbai,Diesel,Automatic,First,Toyota,2015,43690,12.55,2982.0,168.5,7.0,17.11
586,Kochi,Diesel,Automatic,First,Audi,2014,79926,11.33,4134.0,335.2,7.0,29.77
587,Kolkata,Diesel,Manual,First,Maruti,2013,53073,20.77,1248.0,88.76,7.0,5.95
588,Bangalore,Petrol,Manual,First,Hyundai,2015,59000,18.5,1197.0,80.0,5.0,5.75
589,Bangalore,Petrol,Automatic,Second,Mercedes-Benz,2006,47088,10.13,3498.0,364.9,5.0,19.0
590,Ahmedabad,Diesel,Manual,First,Renault,2014,55000,20.45,1461.0,83.8,5.0,4.75
591,Hyderabad,Diesel,Manual,Second,Mahindra,2013,80430,17.21,1493.0,100.0,7.0,3.3
592,Delhi,Diesel,Automatic,First,Toyota,2013,71932,12.55,2982.0,168.5,7.0,16.5
593,Mumbai,Diesel,Automatic,First,BMW,2014,19000,15.97,2993.0,258.0,7.0,44.0
594,Hyderabad,Diesel,Manual,First,Maruti,2011,81759,19.3,1248.0,73.9,5.0,4.39
595,Kochi,Diesel,Manual,First,Maruti,2018,52010,25.2,1248.0,74.0,5.0,6.2
596,Kochi,Petrol,Automatic,First,Audi,2016,58953,13.53,1984.0,177.01,5.0,24.22
597,Mumbai,Diesel,Manual,Third,Mitsubishi,2008,93000,10.5,2835.0,107.2,6.0,5.45
598,Delhi,Diesel,Automatic,First,Jaguar,2016,10000,16.36,2179.0,187.7,5.0,44.0
599,Coimbatore,Diesel,Automatic,First,Toyota,2019,40674,11.36,2755.0,171.5,7.0,24.82
600,Mumbai,Diesel,Automatic,First,Skoda,2015,50000,19.3,1968.0,141.0,5.0,11.69
601,Bangalore,Petrol,Automatic,First,Toyota,2018,1331,14.28,1798.0,138.03,5.0,20.0
